"","N","T","coef1_ols","sd1_ols","coef2_ols","sd2_ols","coef1_within","sd1_within","coef2_within","sd2_within","coef1_infeasible","sd1_infeasible","coef2_infeasible","sd2_infeasible","coef1_interactive","sd1_interactive","coef2_interactive","sd2_interactive"
"1",100,3,1.12137258679729,0.097889296762218,3.05643378357275,0.140002260992098,1.40548668132652,0.124907097100015,3.3106029960912,0.138955521079344,0.922634381305858,0.170224884058643,3.04164648033027,0.136943569976952,0.975274740578438,0.314728547578988,3.03479163886464,0.193334489452509
"2",100,5,1.12471212956814,0.0676824059555333,3.08054589960094,0.108383329527923,1.33605767962919,0.0768303249805604,3.34742954832794,0.136944809173069,0.965092849190314,0.14711113004802,3.02961217418595,0.112515859833763,1.05902427926746,0.177543733768516,3.14420880925647,0.128327048478745
"3",100,10,1.11578185009764,0.0646474449413086,3.13963922521059,0.0717592322703863,1.36370155926465,0.0635198273712824,3.39448588985223,0.0821125737702251,0.964224778032671,0.0636315519949763,3.02493099419553,0.0734652536937286,1.07520792156878,0.101776126175646,3.07682694971302,0.0966498952156216
"4",100,20,1.15074585675711,0.0453519347983444,3.11779412880576,0.043096249303819,1.40481081651984,0.0550721502376905,3.38337551083452,0.0301095144668352,1.01438514660809,0.0300994310012874,2.99869997618621,0.0430604443228131,1.1345466888303,0.0762970567274603,3.12006921186874,0.0997047054616871
"5",100,50,1.13668110105109,0.0286538256084331,3.13821415910227,0.0222546561443368,1.39842165971363,0.0350527538959934,3.39939392451652,0.0180433450609716,1.00698821632558,0.0147777367649008,3.00319160841932,0.0322906141423498,1.03632055222438,0.0421286790396165,3.02816324296025,0.0469431089402009
"6",100,100,1.13952228890438,0.0206897343427234,3.13451631034325,0.025355904812711,1.40777688206652,0.0207828402394775,3.4041564707565,0.021719222036481,0.998524930081857,0.0168296496349352,2.99508757644416,0.0165244923457916,0.999876085914081,0.043785198821109,2.99543974918791,0.034797401111148
"7",3,100,1.16762801926034,0.0616404991555056,3.16493446359147,0.101211907696068,1.43004075695535,0.0757527077638442,3.38200209839139,0.0915026709979487,0.971362782061103,0.0723375972217048,3.02205092672703,0.0773347863963326,1.09018358688792,0.216156152344895,3.09527321255247,0.219944694196177
"8",5,100,1.06513274439642,0.068591322916874,3.17971045709191,0.0726368678247312,1.35866378655605,0.104902966622015,3.43336442932968,0.0643824379059794,0.949073239484873,0.0494163722694756,3.04269427423965,0.0771069263205501,1.1784018267259,0.129306315144526,3.24221074799705,0.112765893167492
"9",10,100,1.13955664450593,0.0792056838265895,3.14550851146917,0.0815354577785634,1.39444611693331,0.0920354516350886,3.39251354625974,0.041946047141967,1.00543712582016,0.046782072745349,3.00790229748549,0.0833647315430575,1.20090923588129,0.064407979709621,3.22566144374296,0.0662799717725264
"10",20,100,1.111373376719,0.0466690594287032,3.17431853936642,0.039787813091057,1.388509114567,0.0447303770155411,3.44259237047876,0.0365822288502941,0.962019589613347,0.0512540106900413,3.03237565749312,0.0455921061471268,1.23024290778037,0.0642087583352639,3.26034470878905,0.0550866348507292
"11",50,100,1.12342271023359,0.0310922124336485,3.13584187123932,0.0292974147108232,1.38529444387239,0.0364536461117006,3.39836504414021,0.0205647854032356,0.992101804050781,0.0190826958930809,3.01151247850101,0.0203560294896217,1.13938232958182,0.0734979990972204,3.16468504233287,0.0977437190350276
