"","N","T","coef1_ols","sd1_ols","coef2_ols","sd2_ols","coef1_within","sd1_within","coef2_within","sd2_within","coef1_infeasible","sd1_infeasible","coef2_infeasible","sd2_infeasible","coef1_interactive","sd1_interactive","coef2_interactive","sd2_interactive"
"1",100,3,1.16075421328317,0.0785121821333625,3.08706710661306,0.0609142517575578,1.41179873963188,0.121144945652456,3.31304520608636,0.101498672701415,1.0546230480638,0.172503535495489,2.97290264265863,0.111984886379724,1.14192438789393,0.175823030437389,3.11164633334162,0.136569917645063
"2",100,5,1.09301175824906,0.0871619745923182,3.15113729590516,0.074602286251236,1.38231932250764,0.0774699471767035,3.41887218863624,0.100766516724223,0.948586817570412,0.0737139906573702,3.05158083279861,0.0861187335444839,1.00915250639954,0.121128499976611,3.11120975126015,0.163912245731354
"3",100,10,1.13348773192738,0.0733545613617408,3.09320950876464,0.0468587768956967,1.39692169646045,0.0727852533818789,3.38169540928407,0.04550040075,0.998584633437494,0.0420545058359091,2.98159029415028,0.0750886727718343,1.0737811282742,0.0859921683181486,3.08115746378604,0.148399682894854
"4",100,20,1.12091889834811,0.0368601831772297,3.14802711846814,0.0345172950496767,1.40478431643005,0.0341317610668326,3.40364839792132,0.0303801276879144,0.999433882071834,0.0313520707890501,2.99421589310836,0.0272926689824378,1.07496055460831,0.116135952584412,3.05470902925606,0.115972171590167
"5",100,50,1.12369936560608,0.0229959352203282,3.1223033853121,0.0290042442763151,1.3894244844144,0.0262395463943199,3.39274161775864,0.0187410081755678,0.996117832024663,0.0109016772607478,2.99094296940702,0.0203867612399904,0.992521073652479,0.0419993564517599,2.99277504002555,0.0482942569990554
"6",100,100,1.12719113380637,0.0231735447526329,3.12776296820022,0.0169624181202921,1.39581357603121,0.0204454401524599,3.39184611253946,0.0157529703801125,0.998218539676027,0.0150744306379919,2.99962416854183,0.017723634258632,1.00430802744069,0.0252463315494546,3.00608843948459,0.0254554562404562
"7",3,100,1.07387229811021,0.126033145168262,3.21795607793666,0.105178834179244,1.28823507139737,0.173811902185156,3.38688242441659,0.107510438680229,0.960810343422093,0.0777832812507462,3.07408909168323,0.088797763715292,1.09079249004568,0.164123921831771,3.20756028156933,0.141329390640211
"8",5,100,1.13990609028803,0.0515756433997589,3.14316466231198,0.0672269578216077,1.37203030364431,0.0525978996635903,3.38906968839343,0.0505478908743195,1.02325081483447,0.0378732106614079,3.01935006380361,0.042393881023291,1.19858618512823,0.0880733650639612,3.16981563286755,0.0828233384134853
"9",10,100,1.11328097982937,0.0631862208677391,3.14327330801846,0.0326968845657863,1.36046429230015,0.0552396269164632,3.3993777727515,0.0600733460541615,0.987584217152316,0.0372984506142692,3.01493173390042,0.0505809864909152,1.20308144601067,0.0926081278856119,3.23864490553749,0.100095914878675
"10",20,100,1.12056741173731,0.023405998312804,3.13526760959676,0.0397982091447864,1.37893807102095,0.0345796787791919,3.39328903809356,0.0461437171650845,0.999145377352203,0.027372230765236,3.01178814583462,0.0302709632745905,1.17108386364388,0.0795643794506255,3.18472653710723,0.0754631812320394
"11",50,100,1.11450292457992,0.0232080834616799,3.13350753112826,0.0214952882575167,1.38474938737968,0.0194615557640846,3.40386598862327,0.0239718725414403,0.988856975840298,0.0206627450269737,3.00552073826727,0.0143655366381118,1.11013681295237,0.158421507852562,3.1243141742439,0.159029921107459
